observed_on,latitude,longitude,scientific_name,common_name,iconic_taxon_name
2025-08-15,12.7202853884,75.6915714156,Pseudophilautus,Shrub Frogs,Amphibia
2025-08-15,12.7206202846,75.6915714156,Indirana,Indian frogs,Amphibia
2025-08-15,12.7200342159,75.6914426696,Dicroglossinae,,Amphibia
2025-08-15,12.7212900758,75.6920434844,Minervarya,,Amphibia
2025-08-15,12.7204528366,75.6926013839,Hoplobatrachus tigerinus,Indus Valley Bullfrog,Amphibia
2025-08-15,12.7205365606,75.6919576537,Micrixalus,,Amphibia
2025-08-15,12.7201598022,75.6919147384,Nyctibatrachus,Night Frogs,Amphibia
2025-08-15,12.720076078,75.6922580611,Nyctibatrachus,Night Frogs,Amphibia
2025-08-16,12.7188158366,75.693237311,Indirana,Indian frogs,Amphibia
2025-08-16,12.7200717025,75.6910057131,Nyctibatrachus,Night Frogs,Amphibia
2025-08-16,12.6133978259,75.6979005758,Clinotarsus curtipes,Bicolored Frog,Amphibia
2025-08-16,12.7180218226,75.6923796243,Raorchestes,Bush Frogs,Amphibia
2025-08-16,12.7396748079,75.7665271269,Clinotarsus curtipes,Bicolored Frog,Amphibia
2025-08-16,12.7188913236,75.6919592825,Microhyla ornata,Ornate Narrow-mouthed Toad,Amphibia
2025-08-17,12.7183112931,75.6917781893,Raorchestes tuberohumerus,Kudremukh Bush Frog,Amphibia
2025-08-17,12.7188153528,75.6912821023,Raorchestes,Bush Frogs,Amphibia
2025-08-17,12.7186569457,75.6908339832,Ranidae,Typical Frogs,Amphibia
2025-08-21,12.9362362704,77.6061887294,Hemidactylus brookii,Brook's House Gecko,Reptilia
2025-08-14,12.9362362704,77.6061887294,Cnemaspis mysoriensis,Mysore Round-eyed Gecko,Reptilia
2025-08-22,12.8399303502,77.7681455389,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-22,12.860055,77.783325,Macaca radiata,Bonnet Macaque,Mammalia
2025-08-22,12.8464216667,77.77752,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-08,12.7971277778,77.5616638889,Microhyla ornata,Ornate Narrow-mouthed Toad,Amphibia
2025-08-23,12.9356111111,75.7213944444,Minervarya,,Amphibia
2025-08-10,14.663775,74.28778,Pelargopsis capensis,Stork-billed Kingfisher,Aves
2025-08-23,12.1238705736,75.8906913868,Ptyas mucosa,Oriental Rat Snake,Reptilia
2025-08-16,12.4498498,75.7099793997,Minervarya,,Amphibia
2025-08-17,12.3744785,75.723326,Raorchestes,Bush Frogs,Amphibia
2025-08-23,12.2428939722,76.6988369722,Streptopelia decaocto,Eurasian Collared-Dove,Aves
2025-08-22,12.6217435404,77.667360345,Bubo bengalensis,Rock Eagle-Owl,Aves
2025-08-22,12.7614559,77.6000394,Cecropis daurica,Eastern Red-rumped Swallow,Aves
2025-08-22,12.7614559,77.6000394,Aegithina tiphia,Common Iora,Aves
2025-08-22,12.7614559,77.6000394,Perdicula asiatica,Jungle Bush-Quail,Aves
2025-08-22,12.7614559,77.6000394,Lonchura punctulata,Scaly-breasted Munia,Aves
2025-08-22,12.7614559,77.6000394,Leptocoma zeylonica,Purple-rumped Sunbird,Aves
2025-08-22,12.7614559,77.6000394,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-22,12.7614559,77.6000394,Microcarbo niger,Little Cormorant,Aves
2025-08-22,12.7614559,77.6000394,Lanius vittatus,Bay-backed Shrike,Aves
2025-08-22,12.7614559,77.6000394,Euodice malabarica,Indian Silverbill,Aves
2025-08-22,12.7614559,77.6000394,Copsychus fulicatus,Indian Robin,Aves
2025-08-22,12.7614559,77.6000394,Merops orientalis,Asian Green Bee-eater,Aves
2025-08-22,13.9969685,75.6586295,Minervarya agricola,Common Paddy Field Frog,Amphibia
2025-08-22,13.9969685,75.6586295,Dicrurus macrocercus,Black Drongo,Aves
2025-08-22,13.9969685,75.6586295,Lanius schach,Long-tailed Shrike,Aves
2025-08-22,13.9969685,75.6586295,Taccocua leschenaultii,Sirkeer Malkoha,Aves
2025-08-22,13.9969685,75.6586295,Taccocua leschenaultii,Sirkeer Malkoha,Aves
2025-08-23,13.0764139722,77.5045539722,Columba livia domestica,Feral Pigeon,Aves
2025-08-23,13.072925,77.5782388889,Hemidactylus leschenaultii,Bark Gecko,Reptilia
2025-08-23,12.3366796359,76.589730968,Hierococcyx varius,Common Hawk-Cuckoo,Aves
2025-08-16,12.3627980789,76.0651195257,Ploceus philippinus,Baya Weaver,Aves
2025-08-23,12.7516083333,77.5998083333,Copsychus fulicatus,Indian Robin,Aves
2025-08-23,12.7516883333,77.5996883333,Pycnonotus luteolus,White-browed Bulbul,Aves
2025-08-23,12.7517833333,77.5998133333,Pycnonotus luteolus,White-browed Bulbul,Aves
2025-08-23,12.7517033333,77.5998033333,Aegithina tiphia,Common Iora,Aves
2025-08-23,12.7514833333,77.59968,Perdicula asiatica,Jungle Bush-Quail,Aves
2025-08-23,12.7514833333,77.59968,Merops orientalis,Asian Green Bee-eater,Aves
2025-08-23,12.751055,77.5995783333,Cecropis daurica,Eastern Red-rumped Swallow,Aves
2025-08-23,12.751055,77.5995783333,Spilopelia chinensis,Spotted Dove,Aves
2025-08-23,12.7517116667,77.5996633333,Dumetia hyperythra,Tawny-bellied Babbler,Aves
2025-08-23,12.75133,77.5995033333,Dendrocitta vagabunda,Rufous Treepie,Aves
2025-08-23,12.75133,77.5995033333,Cecropis daurica,Eastern Red-rumped Swallow,Aves
2025-08-23,12.7507366667,77.5992166667,Spilopelia senegalensis,Laughing Dove,Aves
2025-08-23,12.7507366667,77.5988666667,Merops orientalis,Asian Green Bee-eater,Aves
2025-08-23,12.7496883333,77.59867,Copsychus saularis,Oriental Magpie-Robin,Aves
2025-08-23,12.7509716667,77.5989033333,Plocealauda affinis,Jerdon's Bushlark,Aves
2025-08-23,12.7514966667,77.5990716667,Lonchura punctulata,Scaly-breasted Munia,Aves
2025-08-23,12.7523466667,77.599745,Argya affinis,Yellow-billed Babbler,Aves
2025-08-23,12.7518883333,77.5997533333,Prinia socialis,Ashy Prinia,Aves
2025-08-23,12.7518883333,77.5997533333,Lonchura punctulata,Scaly-breasted Munia,Aves
2025-08-23,12.751955,77.5995716667,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-23,12.7646883333,77.5976033333,Pernis ptilorhynchus,Oriental Honey-buzzard,Aves
2025-08-23,12.764695,77.5976466667,Nisaetus cirrhatus,Changeable Hawk-Eagle,Aves
2025-08-23,12.7647633333,77.59753,Artamus fuscus,Ashy Woodswallow,Aves
2025-08-23,12.7647633333,77.59753,Artamus fuscus,Ashy Woodswallow,Aves
2025-08-23,12.7647633333,77.59753,Lanius vittatus,Bay-backed Shrike,Aves
2025-08-23,12.7215929684,77.5588909964,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-23,13.2518885082,77.9557187855,Tachyspiza badia,Shikra,Aves
2025-08-23,13.2518885082,77.9557187855,Chloropsis jerdoni,Jerdon's Leafbird,Aves
2025-08-23,13.2518885082,77.9557187855,Acridotheres fuscus,Jungle Myna,Aves
2025-08-23,13.2518885082,77.9557187855,Gallinula chloropus,Common Moorhen,Aves
2025-08-23,13.2518885082,77.9557187855,Euodice malabarica,Indian Silverbill,Aves
2025-08-23,13.2518885082,77.9557187855,Spilopelia senegalensis,Laughing Dove,Aves
2025-08-23,13.2518885082,77.9557187855,Spilopelia chinensis,Spotted Dove,Aves
2025-08-23,13.2518885082,77.9557187855,Dicrurus macrocercus,Black Drongo,Aves
2025-08-23,13.2518885082,77.9557187855,Tachybaptus ruficollis,Little Grebe,Aves
2025-08-23,13.3729390586,74.8896357045,Anura,Frogs and Toads,Amphibia
2025-08-23,13.2518885082,77.9557187855,Athene brama,Spotted Owlet,Aves
2025-08-23,13.0743694444,77.5820611111,Indotyphlops braminus,Brahminy Blindsnake,Reptilia
2025-08-23,13.0740027778,77.5829555556,Hemidactylus leschenaultii,Bark Gecko,Reptilia
2025-08-23,13.2518885082,77.9557187855,Athene brama,Spotted Owlet,Aves
2025-08-23,12.7614559,77.6000394,Tachyspiza badia,Shikra,Aves
2025-08-23,12.8784618031,77.5295171142,Hemidactylus,House Geckos,Reptilia
2025-08-23,12.8788321151,77.5298755243,Hemidactylus,House Geckos,Reptilia
2025-08-23,13.0688805556,77.5780194444,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-20,13.0837888889,77.5617611111,Indotyphlops braminus,Brahminy Blindsnake,Reptilia
2025-08-20,13.1380982,77.5769867,Mycteria leucocephala,Painted Stork,Aves
2025-08-20,13.1380982,77.5769867,Hierococcyx varius,Common Hawk-Cuckoo,Aves
2025-08-20,13.1380982,77.5769867,Alcedo atthis,Common Kingfisher,Aves
2025-08-20,13.1380982,77.5769867,Anhinga melanogaster,Oriental Darter,Aves
2025-08-20,13.1544825419,77.4831292067,Pelecanus philippensis,Spot-billed Pelican,Aves
2025-08-20,13.1380982,77.5769867,Clamator jacobinus,Pied Cuckoo,Aves
2025-08-20,13.1380982,77.5769867,Ploceus philippinus,Baya Weaver,Aves
2025-08-20,13.1380982,77.5769867,Fowlea piscator,Chequered Keelback,Reptilia
2025-08-20,13.1380982,77.5769867,Dicaeum erythrorhynchos,Pale-billed Flowerpecker,Aves
2025-08-20,13.1380982,77.5769867,Tachybaptus ruficollis,Little Grebe,Aves
2025-08-19,13.0649872554,77.5785271078,Murinae,Murines,Mammalia
2025-08-17,13.070175,77.5717416667,Indotyphlops braminus,Brahminy Blindsnake,Reptilia
2025-08-17,12.8915388889,77.5919055556,Hemidactylus,House Geckos,Reptilia
2025-08-24,12.3787013,76.6521006,Eudynamys scolopaceus,Asian Koel,Aves
2025-08-23,13.1287611642,74.9656250328,Euphlyctis,Skittering Frogs,Amphibia
2025-08-23,13.1206904,74.9540685997,Polypedates occidentalis,Western Tree Frog,Amphibia
2025-08-23,13.1242865,74.9541581,Sphaerotheca,Burrowing Frogs,Amphibia
2025-08-23,13.1216332997,74.953806,Microhyla ornata,Ornate Narrow-mouthed Toad,Amphibia
2025-08-24,12.9285333333,75.6555333333,Calotes nemoricola,Nilgiri Forest Lizard,Reptilia
2025-08-23,13.1171611,74.9427395997,Sphaerotheca,Burrowing Frogs,Amphibia
2025-08-24,11.8194049027,76.7935672402,Tachybaptus ruficollis,Little Grebe,Aves
2025-08-24,12.8166176,77.6345855997,Ptyas mucosa,Oriental Rat Snake,Reptilia
2025-08-23,15.6966191217,74.3593569114,Hylarana indica,Indian golden-backed frog,Amphibia
2025-08-23,12.9620787,77.8990441,Parus cinereus,Asian Tit,Aves
2025-08-23,12.9620787,77.8990441,Mycteria leucocephala,Painted Stork,Aves
2025-08-23,12.9620787,77.8990441,Ploceus philippinus,Baya Weaver,Aves
2025-08-23,12.9620787,77.8990441,Hirundo smithii,Wire-tailed Swallow,Aves
2025-08-23,12.9620787,77.8990441,Saxicola caprata,Pied Bushchat,Aves
2025-08-23,12.9620787,77.8990441,Cecropis daurica,Eastern Red-rumped Swallow,Aves
2025-08-23,12.9620787,77.8990441,Ardea cinerea,Grey Heron,Aves
2025-08-23,12.8987186282,77.9638813824,Pelecanus philippensis,Spot-billed Pelican,Aves
2025-08-23,12.9620787,77.8990441,Anas poecilorhyncha,Indian Spot-billed Duck,Aves
2025-08-23,12.9620787,77.8990441,Ocyceros birostris,Indian Grey Hornbill,Aves
2025-08-23,12.9620787,77.8990441,Psammophilus,Rock Agamas,Reptilia
2025-08-22,12.9182092045,75.6731733307,Duttaphrynus melanostictus,Asian Common Toad,Amphibia
2025-08-24,12.8702363555,77.7690031752,Fulica atra,Eurasian Coot,Aves
2025-08-18,14.2629388889,76.3750138889,Sphaerotheca,Burrowing Frogs,Amphibia
2025-08-17,12.9842424087,77.6413079204,Acridotheres fuscus,Jungle Myna,Aves
2025-08-24,12.9620787,77.8990441,Tachyspiza badia,Shikra,Aves
2025-08-24,12.9620787,77.8990441,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-24,12.9620787,77.8990441,Dicrurus macrocercus,Black Drongo,Aves
2025-08-24,12.9620787,77.8990441,Merops orientalis,Asian Green Bee-eater,Aves
2025-08-24,12.9620787,77.8990441,Cecropis daurica,Eastern Red-rumped Swallow,Aves
2025-08-24,12.9620787,77.8990441,Leptocoma zeylonica,Purple-rumped Sunbird,Aves
2025-08-24,12.9620787,77.8990441,Urva edwardsii,Indian Grey Mongoose,Mammalia
2025-08-24,12.9620787,77.8990441,Ploceus philippinus,Baya Weaver,Aves
2025-08-24,12.9620787,77.8990441,Aegithina tiphia,Common Iora,Aves
2025-08-24,12.9620787,77.8990441,Haliastur indus,Brahminy Kite,Aves
2025-08-24,12.9620787,77.8990441,Halcyon smyrnensis,White-throated Kingfisher,Aves
2025-08-24,12.9620787,77.8990441,Halcyon smyrnensis,White-throated Kingfisher,Aves
2025-08-24,12.9620787,77.8990441,Plocealauda erythroptera,Indian Bush Lark,Aves
2025-08-24,12.9620787,77.8990441,Haliastur indus,Brahminy Kite,Aves
2025-08-24,12.8731760787,77.9401604619,Pelecanus philippensis,Spot-billed Pelican,Aves
2025-08-24,12.9620787,77.8990441,Ocyceros birostris,Indian Grey Hornbill,Aves
2025-08-24,12.9620787,77.8990441,Lonchura punctulata,Scaly-breasted Munia,Aves
2025-08-24,12.9620787,77.8990441,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-24,12.9620787,77.8990441,Amaurornis phoenicurus,White-breasted Waterhen,Aves
2025-08-24,12.9620787,77.8990441,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-24,12.9620787,77.8990441,Saxicola caprata,Pied Bushchat,Aves
2025-08-24,12.9620787,77.8990441,Ardea cinerea,Grey Heron,Aves
2025-08-24,12.9620787,77.8990441,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-24,12.9620787,77.8990441,Mycteria leucocephala,Painted Stork,Aves
2025-08-24,12.9620787,77.8990441,Anas poecilorhyncha,Indian Spot-billed Duck,Aves
2025-08-24,12.9620787,77.8990441,Ardea cinerea,Grey Heron,Aves
2025-08-24,12.9620787,77.8990441,Tachybaptus ruficollis,Little Grebe,Aves
2025-08-24,12.9620787,77.8990441,Ardea cinerea,Grey Heron,Aves
2025-08-24,12.9620787,77.8990441,Haliastur indus,Brahminy Kite,Aves
2025-08-24,12.9620787,77.8990441,Tachyspiza badia,Shikra,Aves
2025-08-21,12.8608396,77.5991544,Psammophilus,Rock Agamas,Reptilia
2025-08-24,12.950164641,77.7409160882,Halcyon smyrnensis,White-throated Kingfisher,Aves
2025-08-24,13.6955050276,75.6353330612,Eutropis allapallensis,Allapalli Grass Skink,Reptilia
2025-08-24,13.7403044864,77.3241886497,Anura,Frogs and Toads,Amphibia
2025-08-24,12.7652675248,77.6033172567,Psammophilus,Rock Agamas,Reptilia
2025-08-22,12.9372165824,75.6597857707,Clinotarsus curtipes,Bicolored Frog,Amphibia
2025-08-24,13.0686082127,77.5781224295,Oligodon arnensis,Banded kukri snake,Reptilia
2025-08-24,12.7624853678,77.6037051987,Psammophilus dorsalis,Rock Dragon,Reptilia
2025-08-24,13.7403044864,77.3241886497,Mammalia,Mammals,Mammalia
2025-08-24,13.7403044864,77.3241886497,Vanellus,Lapwings,Aves
2025-08-24,12.8543148409,77.509945035,Nectariniidae,Sunbirds and Spiderhunters,Aves
2025-08-23,13.7398065192,77.3209984973,Antilope cervicapra,Blackbuck,Mammalia
2025-08-24,12.3235992679,76.6951828077,Duttaphrynus melanostictus,Asian Common Toad,Amphibia
2025-08-08,12.7970138889,77.5612388889,Polypedates maculatus,Chunam Tree Frog,Amphibia
2025-08-22,13.872604954,75.478665019,Elephas maximus indicus,Mainland Asian Elephant,Mammalia
2025-08-23,13.4786500424,75.6172050163,Semnopithecus hypoleucos,Malabar Sacred Langur,Mammalia
2025-08-23,13.4765867382,75.7237195109,Bos gaurus,Gaur,Mammalia
2025-08-23,13.4786500424,75.6172050163,Axis axis,Chital,Mammalia
2025-08-23,12.9672219,77.6025802,Cnemaspis mysoriensis,Mysore Round-eyed Gecko,Reptilia
2025-08-25,13.3534631667,74.7874831944,Ardeola grayii,Indian Pond-Heron,Aves
2025-08-24,13.1374214977,77.5778285657,Psilopogon haemacephalus,Coppersmith Barbet,Aves
2025-08-25,11.9946383333,77.1468195,Duttaphrynus,Asian Toads,Amphibia
2025-08-25,12.1475181635,75.61687187,Uperodon triangularis,,Amphibia
2025-08-25,12.86032,77.7769216667,Cnemaspis mysoriensis,Mysore Round-eyed Gecko,Reptilia
2025-08-25,12.0994819538,75.7716642567,Mammalia,Mammals,Mammalia
2025-08-25,13.0935106278,77.578412275,Urva edwardsii,Indian Grey Mongoose,Mammalia
2025-08-24,12.8946083333,74.839195,Lycodon aulicus,Indian Wolf Snake,Reptilia
2025-08-25,12.7735859801,77.6179596037,Tachyspiza badia,Shikra,Aves
2025-08-17,11.92164,77.0387929722,Aves,Birds,Aves
2025-08-25,13.1229805153,77.5508872792,Hirundinidae,Swallows and Martins,Aves
2025-08-13,12.3311740734,75.6266810708,Micrixalus saxicola,Malabar Tropical Frog,Amphibia
2025-08-13,12.2556035184,75.7285286774,Nyctibatrachus sanctipalustris,,Amphibia
2025-08-15,12.2054856,75.632447,Duttaphrynus,Asian Toads,Amphibia
2025-08-24,12.8194940049,77.6322135031,Leptocoma zeylonica,Purple-rumped Sunbird,Aves
2025-08-16,12.2054856,75.632447,Indirana,Indian frogs,Amphibia
2025-08-15,12.2054856,75.632447,Indirana,Indian frogs,Amphibia
2025-08-14,12.2684970807,75.6595479382,Hylarana,Golden-backed Frogs,Amphibia
2025-08-14,12.2054856,75.632447,Raorchestes luteolus,Coorg Yellow Bush Frog,Amphibia
2025-08-15,12.2054856,75.632447,Nyctibatrachus,Night Frogs,Amphibia
2025-08-14,12.2054856,75.632447,Raorchestes anili,Anil's Bush Frog,Amphibia
2025-08-14,12.2054856,75.632447,Rhacophorus malabaricus,Malabar Gliding Frog,Amphibia
2025-08-15,12.3522935979,75.7708710082,Raorchestes glandulosus,Southern Bubble-nest Frog,Amphibia
2025-08-15,12.2054856,75.632447,Boiga thackerayi,Thackeray's cat snake,Reptilia
2025-08-17,13.006883,77.549453,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-14,13.0070349861,77.5496000281,Psittacula krameri,Rose-ringed Parakeet,Aves
2025-08-15,13.007004405,77.5496147985,Spilopelia chinensis,Spotted Dove,Aves
2025-08-15,13.007002115,77.5496137082,Spilopelia chinensis,Spotted Dove,Aves
2025-08-15,13.0070328223,77.5495925014,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-15,13.0068936135,77.5495647579,Funambulus palmarum,Three-striped Palm Squirrel,Mammalia
2025-08-16,13.006993107,77.5496179414,Spilopelia chinensis,Spotted Dove,Aves
2025-08-16,13.0068308614,77.5494914527,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-16,13.0070218389,77.5496157174,Psittacula krameri,Rose-ringed Parakeet,Aves
2025-08-16,13.0068722223,77.5496244345,Spilopelia chinensis,Spotted Dove,Aves
2025-08-16,13.0068774491,77.549892783,Milvus migrans,Black Kite,Aves
2025-08-17,13.0068689555,77.5495434253,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-17,13.0068526218,77.5495227738,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-18,13.0068539285,77.5495455725,Corvus macrorhynchos,Large-billed Crow,Aves
2025-08-18,13.0068996629,77.5495750768,Corvus splendens,House Crow,Aves
2025-08-19,13.0068519685,77.5495267971,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-19,13.006905543,77.5495831235,Columba livia,Rock Pigeon,Aves
2025-08-19,13.0068728756,77.5495375259,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-20,13.0069029296,77.549564348,Corvus macrorhynchos,Large-billed Crow,Aves
2025-08-21,13.0068630754,77.5496428026,Spilopelia chinensis,Spotted Dove,Aves
2025-08-21,13.0068519685,77.5495308204,Acridotheres tristis,Common Myna,Aves
2025-08-21,13.006845435,77.5495167388,Funambulus palmarum,Three-striped Palm Squirrel,Mammalia
2025-08-22,13.0069996251,77.5496070928,Psittacula krameri,Rose-ringed Parakeet,Aves
2025-08-22,13.0069702245,77.5496072633,Zosterops palpebrosus,Indian White-eye,Aves
2025-08-23,13.007025759,77.5496614075,Milvus migrans,Black Kite,Aves
2025-08-21,13.008494,77.572586,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008494,77.572586,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008494,77.572586,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008494,77.572586,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008709,77.572764,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008709,77.572764,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.008938,77.572898,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.008938,77.572898,Columba livia,Rock Pigeon,Aves
2025-08-21,13.008938,77.572898,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.009046,77.572957,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.009578,77.572949,Pteropus medius,Indian Flying Fox,Mammalia
2025-08-21,13.009881,77.572923,Trachemys scripta elegans,Red-eared Slider,Reptilia
2025-08-21,13.01,77.573056,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.010277,77.572873,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.011052,77.572884,Trachemys scripta elegans,Red-eared Slider,Reptilia
2025-08-21,13.011299,77.572836,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.008716,77.572772,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-21,13.010872,77.572939,Anas platyrhynchos domesticus,Domestic Mallard,Aves
2025-08-21,13.008716,77.572772,Phalacrocorax carbo,Great Cormorant,Aves
2025-08-20,13.006883,77.549453,Psilopogon viridis,White-cheeked Barbet,Aves
2025-08-26,11.9971103232,75.8857577244,Megaderma spasma,Lesser false vampire bat,Mammalia
2025-08-24,12.1728896944,75.5626449444,Monilesaurus rouxii,Roux's Forest Lizard,Reptilia
2025-08-25,13.0651388889,77.6475444444,Indotyphlops braminus,Brahminy Blindsnake,Reptilia
2025-08-24,12.9790027778,77.6868722222,Ptyas mucosa,Oriental Rat Snake,Reptilia
2025-08-26,12.377598,76.66199,Cnemaspis mysoriensis,Mysore Round-eyed Gecko,Reptilia
2025-08-26,13.0408939,77.6104208,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-22,12.8870677392,77.6562206447,Cnemaspis,Round-eyed Geckos,Reptilia
2025-08-26,15.3349783333,76.4590533333,Semnopithecus hypoleucos,Malabar Sacred Langur,Mammalia
2025-08-25,14.6310109224,74.8535304889,Uperodon mormoratus,Indian Dot Frog,Amphibia
2025-08-26,12.8702365,77.7690034,Dendrocygna javanica,Lesser Whistling-Duck,Aves
2025-08-26,12.8702365,77.7690034,Spilornis cheela melanotis,Crested Serpent-Eagle (South Indian),Aves
2025-08-26,12.8702365,77.7690034,Spilopelia chinensis,Spotted Dove,Aves
2025-08-26,12.8702365,77.7690034,Leptocoma zeylonica,Purple-rumped Sunbird,Aves
2025-08-26,12.8702365,77.7690034,Parus cinereus,Asian Tit,Aves
2025-08-26,12.8702365,77.7690034,Bufonidae,True Toads,Amphibia
2025-08-26,12.8702365,77.7690034,Amaurornis phoenicurus,White-breasted Waterhen,Aves
2025-08-26,12.8702365,77.7690034,Amaurornis phoenicurus,White-breasted Waterhen,Aves
2025-08-26,12.8702365,77.7690034,Anas poecilorhyncha,Indian Spot-billed Duck,Aves
2025-08-26,12.8702365,77.7690034,Dendrocygna javanica,Lesser Whistling-Duck,Aves
2025-08-26,12.8702365,77.7690034,Gallinula chloropus,Common Moorhen,Aves
2025-08-26,12.8702365,77.7690034,Copsychus fulicatus,Indian Robin,Aves
2025-08-26,12.8702365,77.7690034,Anas poecilorhyncha,Indian Spot-billed Duck,Aves
2025-08-26,12.8702365,77.7690034,Pernis ptilorhynchus,Oriental Honey-buzzard,Aves
2025-08-26,12.8702365,77.7690034,Argya affinis,Yellow-billed Babbler,Aves
2025-08-26,12.8702365,77.7690034,Rhipidura albogularis,Spot-breasted Fantail,Aves
2025-08-26,12.8702365,77.7690034,Cinnyris asiaticus,Purple Sunbird,Aves
2025-08-26,12.8702365,77.7690034,Lonchura punctulata,Scaly-breasted Munia,Aves
2025-08-26,12.8702365,77.7690034,Hirundo smithii,Wire-tailed Swallow,Aves
2025-08-26,12.8702365,77.7690034,Clamator jacobinus,Pied Cuckoo,Aves
2025-08-26,12.8702365,77.7690034,Acridotheres fuscus,Jungle Myna,Aves
2025-08-26,11.994668253,77.1465916421,Geokichla citrina,Orange-headed Thrush,Aves
2025-08-15,14.7341179132,74.7663322091,Ahaetulla borealis,Northern Western Ghats Vine Snake,Reptilia
2025-08-15,14.7376771881,74.7571194917,Monilesaurus rouxii,Roux's Forest Lizard,Reptilia
2025-08-16,14.7342677172,74.7557019442,Polypedates occidentalis,Western Tree Frog,Amphibia
2025-08-16,14.6579509052,74.6389955141,Hylarana temporalis,Günther's Golden-backed Frog,Amphibia
2025-08-15,14.7339470329,74.7583087161,Raorchestes luteolus,Coorg Yellow Bush Frog,Amphibia
2025-08-15,14.7992993087,74.704124222,Clinotarsus curtipes,Bicolored Frog,Amphibia
2025-08-15,14.7339470329,74.7583087161,Pseudophilautus amboli,Amboli bush frog,Amphibia
2025-08-15,14.7339470329,74.7583087161,Rhacophorus malabaricus,Malabar Gliding Frog,Amphibia
2025-08-26,13.8345916667,75.6845833333,Anura,Frogs and Toads,Amphibia
2025-08-24,13.006887,77.549454,Milvus migrans,Black Kite,Aves
2025-08-26,12.1517753966,75.578443408,Pseudophilautus,Shrub Frogs,Amphibia
2025-08-24,13.006887,77.549454,Funambulus palmarum,Three-striped Palm Squirrel,Mammalia
2025-08-24,13.006872,77.549451,Pycnonotus jocosus,Red-whiskered Bulbul,Aves
2025-08-24,13.006887,77.549454,Funambulus palmarum,Three-striped Palm Squirrel,Mammalia
2025-08-25,12.4244192352,75.7381853834,Monilesaurus ellioti,Elliot's Forest Lizard,Reptilia
2025-08-25,11.9959916667,75.8814222222,Hoplobatrachus tigerinus,Indus Valley Bullfrog,Amphibia
2025-08-24,12.5209347495,75.7109204129,Clinotarsus curtipes,Bicolored Frog,Amphibia
2025-08-27,13.06515,77.647525,Centropus sinensis,Greater Coucal,Aves
2025-08-27,12.377515,76.661968,Mus musculus,House Mouse,Mammalia
2025-08-17,16.37825775,75.3224181944,Semnopithecus,Grey and Nilgiri Langurs,Mammalia
2025-08-27,12.0549220625,75.672635524,Minervarya,,Amphibia
2025-08-24,16.1870210413,74.9065883898,Sitana gokakensis,Gokak Fan-throated Lizard,Reptilia
2025-08-23,12.5221854,75.7392549,Nisaetus kelaarti,Legge's Hawk-Eagle,Aves
2025-08-08,12.7970861111,77.5609861111,Duttaphrynus melanostictus,Asian Common Toad,Amphibia
2025-08-08,12.7970305556,77.5609472222,Uperodon taprobanicus,Painted Globular Frog,Amphibia
2025-08-08,12.7972638889,77.5609444444,Uperodon variegatus,White-bellied pug-snout frog,Amphibia
2025-08-27,13.3799281273,77.662384361,Ictinaetus malaiensis,Black Eagle,Aves
2025-08-22,12.4357416667,75.761545,Dicroglossinae,,Amphibia
2025-08-27,11.6440633333,76.687805,Chamaeleo zeylanicus,Indian Chameleon,Reptilia
2025-08-27,12.9140283333,75.1281278333,Indirana,Indian frogs,Amphibia
2025-08-27,12.8712535997,77.614592,Fulica atra,Eurasian Coot,Aves
2025-08-19,13.0068358191,77.5494791252,Parus cinereus,Asian Tit,Aves
